,dport,country,having_ip_address,hostname_length,count_dir,count-www,fd_length,url_length,abnormal_url,count-http,count-letters,tld-length,count.,count-digits,count-,count=,count-https,sus_url,count?,count%,short_url,count@,count_embed_domain,malicous
60,59364,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
61,37294,1,True,11,1,0,6,31,1,1,9,-1,4,13,0,0,0,0,0,0,0,0,0,True
62,39181,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
63,45650,8,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
64,49478,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
65,40962,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
66,60428,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
67,46993,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
68,80,10,False,15,2,0,4,36,1,1,28,5,2,0,1,0,0,0,0,0,0,0,0,True
69,80,10,False,15,2,0,4,37,1,1,28,5,2,1,1,0,0,0,0,0,0,0,0,True
70,41942,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
71,55707,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
72,38350,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
73,59130,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
74,36993,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
75,60675,1,True,12,1,0,1,27,1,1,5,-1,3,14,0,0,0,0,0,0,0,0,0,True
76,60321,37,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
77,59438,8,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
78,45415,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
79,80,10,False,15,2,0,4,37,1,1,28,5,2,1,1,0,0,0,0,0,0,0,0,True
80,42992,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
81,42992,14,True,15,1,0,1,30,1,1,5,-1,3,17,0,0,0,0,0,0,0,0,0,True
82,37612,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
83,51471,14,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
84,46216,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
85,80,10,False,15,2,0,4,37,1,1,28,5,2,1,1,0,0,0,0,0,0,0,0,True
86,56724,14,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
87,37612,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
88,36539,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
89,57131,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
90,32966,14,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
91,50257,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
92,56887,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
93,51471,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
94,35762,1,True,13,1,0,1,28,1,1,5,-1,3,15,0,0,0,0,0,0,0,0,0,True
95,42992,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
96,41163,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
97,80,0,True,12,1,0,3,23,1,1,7,-1,3,9,0,0,0,0,0,0,0,0,0,True
98,56724,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
99,80,0,True,12,1,0,3,23,1,1,5,-1,3,11,0,0,0,0,0,0,0,0,0,True
100,80,0,True,12,1,0,6,26,1,1,5,-1,3,13,0,0,0,0,0,0,0,0,0,True
101,80,0,True,12,1,0,4,24,1,1,8,-1,3,9,0,0,0,0,0,0,0,0,0,True
102,80,0,True,12,1,0,4,24,1,1,7,-1,3,10,0,0,0,0,0,0,0,0,0,True
103,80,0,True,12,1,0,4,24,1,1,7,-1,3,10,0,0,0,0,0,0,0,0,0,True
104,49931,14,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
105,46006,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
106,35334,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
107,37131,14,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
108,59954,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
109,53965,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
110,45039,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
111,40497,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
112,35060,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
113,57436,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
114,33281,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
115,35762,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
116,47253,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
117,49790,1,True,13,1,0,1,28,1,1,5,-1,3,15,0,0,0,0,0,0,0,0,0,True
118,80,0,True,12,1,0,3,23,1,1,7,-1,3,9,0,0,0,0,0,0,0,0,0,True
119,80,0,True,12,1,0,4,24,1,1,8,-1,3,9,0,0,0,0,0,0,0,0,0,True
120,80,0,True,12,1,0,3,23,1,1,6,-1,3,10,0,0,0,0,0,0,0,0,0,True
121,44249,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
122,80,0,True,12,1,0,3,23,1,1,7,-1,3,9,0,0,0,0,0,0,0,0,0,True
123,80,0,True,12,1,0,4,24,1,1,6,-1,3,11,0,0,0,0,0,0,0,0,0,True
124,80,0,True,12,1,0,4,24,1,1,7,-1,3,10,0,0,0,0,0,0,0,0,0,True
125,54250,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
126,42743,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
127,44252,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
128,41797,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
129,45519,1,True,12,1,0,1,27,1,1,5,-1,3,14,0,0,0,0,0,0,0,0,0,True
130,80,0,True,12,1,0,10,30,1,1,12,-1,4,10,0,0,0,0,0,0,0,0,0,True
131,54370,1,True,13,1,0,2,29,1,1,5,-1,4,15,0,0,0,0,0,0,0,0,0,True
132,41508,14,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
133,54919,14,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
134,47204,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
135,57289,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
136,43327,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
137,42586,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
138,60846,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
139,57463,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
140,60503,1,True,15,1,0,2,31,1,1,5,-1,4,17,0,0,0,0,0,0,0,0,0,True
141,49790,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
142,42724,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
143,43231,1,True,15,1,0,1,30,1,1,5,-1,3,17,0,0,0,0,0,0,0,0,0,True
144,48942,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
145,39140,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
146,57912,14,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
147,39233,1,True,11,1,0,6,31,1,1,9,-1,4,13,0,0,0,0,0,0,0,0,0,True
148,46317,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
149,52456,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
150,40315,38,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
151,49548,14,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
152,45519,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
153,54452,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
154,49764,1,True,15,1,0,1,30,1,1,5,-1,3,17,0,0,0,0,0,0,0,0,0,True
155,80,0,False,20,1,1,17,45,1,1,34,3,3,3,0,0,0,0,0,0,0,0,0,True
156,80,2,True,13,2,0,6,37,1,1,12,-1,4,16,0,0,0,0,0,0,0,0,0,True
157,80,0,False,20,2,1,12,58,1,1,43,3,3,6,0,0,0,0,0,0,0,0,0,True
158,80,0,False,20,2,1,12,58,1,1,43,3,3,6,0,0,0,0,0,0,0,0,0,True
159,80,0,False,20,2,1,12,58,1,1,43,3,3,6,0,0,0,0,0,0,0,0,0,True
160,80,12,True,14,2,0,5,49,1,1,27,-1,5,12,0,0,0,0,0,0,0,0,0,True
161,80,12,True,14,2,0,5,51,1,1,30,-1,5,11,0,0,0,0,0,0,0,0,0,True
162,80,12,True,14,2,0,5,50,1,1,28,-1,5,12,0,0,0,0,0,0,0,0,0,True
163,80,12,True,14,2,0,5,48,1,1,27,-1,5,11,0,0,0,0,0,0,0,0,0,True
164,80,12,True,14,2,0,5,50,1,1,29,-1,5,11,0,0,0,0,0,0,0,0,0,True
165,80,12,True,14,2,0,5,51,1,1,29,-1,5,12,0,0,0,0,0,0,0,0,0,True
166,34053,37,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
167,43486,1,True,11,1,0,6,31,1,1,9,-1,4,13,0,0,0,0,0,0,0,0,0,True
168,46447,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
169,35955,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
170,47367,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
171,52861,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
172,39128,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
173,59807,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
174,33330,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
175,45659,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
176,80,2,True,13,2,0,4,35,1,1,16,-1,4,10,0,0,0,0,0,0,0,0,0,True
177,80,15,False,19,1,0,9,36,1,1,26,5,4,1,0,0,0,0,0,0,0,0,0,True
178,80,15,False,19,1,0,13,40,1,1,32,5,4,0,0,0,0,0,0,0,0,0,0,True
179,80,15,False,19,1,0,11,38,1,1,28,5,4,1,0,0,0,0,0,0,0,0,0,True
180,80,15,False,19,1,0,14,41,1,1,31,5,4,1,0,0,0,0,0,0,0,0,0,True
181,48136,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
182,48942,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
183,46321,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
184,60994,14,True,11,1,0,6,31,1,1,9,-1,4,13,0,0,0,0,0,0,0,0,0,True
185,59469,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
186,60824,28,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
187,34638,14,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
188,53133,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
189,51632,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
190,38619,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
191,46429,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
192,42075,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
193,37678,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
194,46831,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
195,56857,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
196,33218,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
197,56312,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
198,56111,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
199,45132,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
200,52925,14,True,15,1,0,1,30,1,1,5,-1,3,17,0,0,0,0,0,0,0,0,0,True
201,36883,30,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
202,54184,1,True,13,1,0,1,28,1,1,5,-1,3,15,0,0,0,0,0,0,0,0,0,True
203,54859,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
204,36378,14,True,13,1,0,1,28,1,1,5,-1,3,15,0,0,0,0,0,0,0,0,0,True
205,49807,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
206,35083,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
207,45757,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
208,44385,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
209,48507,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
210,56811,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
211,38899,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
212,80,0,False,17,1,0,5,31,1,1,23,6,3,1,0,0,1,0,0,0,1,0,0,True
213,80,0,True,13,1,0,4,25,1,1,7,-1,4,10,0,0,0,0,0,0,0,0,0,True
214,80,12,True,12,1,0,5,25,1,1,8,-1,3,10,0,0,0,0,0,0,0,0,0,True
215,80,12,True,12,1,0,4,24,1,1,7,-1,3,10,0,0,0,0,0,0,0,0,0,True
216,80,10,True,12,1,0,11,31,1,1,14,-1,4,9,0,0,0,0,0,0,0,0,0,True
217,80,12,True,12,1,0,5,25,1,1,8,-1,3,10,0,0,0,0,0,0,0,0,0,True
218,80,12,True,12,1,0,4,24,1,1,6,-1,3,11,0,0,0,0,0,0,0,0,0,True
219,80,12,True,12,1,0,4,24,1,1,8,-1,3,9,0,0,0,0,0,0,0,0,0,True
220,80,12,True,12,1,0,5,25,1,1,8,-1,3,10,0,0,0,0,0,0,0,0,0,True
221,41337,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
222,80,3,False,13,1,0,4,25,1,1,7,-1,3,11,0,0,0,0,0,0,0,0,0,True
223,80,3,False,13,1,0,3,24,1,1,6,-1,3,11,0,0,0,0,0,0,0,0,0,True
224,80,3,False,13,1,0,4,25,1,1,7,-1,3,11,0,0,0,0,0,0,0,0,0,True
225,80,3,False,13,1,0,4,25,1,1,7,-1,3,11,0,0,0,0,0,0,0,0,0,True
226,80,3,False,13,1,0,3,24,1,1,7,-1,3,10,0,0,0,0,0,0,0,0,0,True
227,59501,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
228,36336,14,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
229,51262,39,True,11,1,0,6,31,1,1,9,-1,4,13,0,0,0,0,0,0,0,0,0,True
230,55718,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
231,32781,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
232,54831,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
233,48416,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
234,42182,14,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
235,42139,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
236,50055,1,True,15,1,0,1,30,1,1,5,-1,3,17,0,0,0,0,0,0,0,0,0,True
237,35975,1,True,14,1,0,1,29,1,1,5,-1,3,16,0,0,0,0,0,0,0,0,0,True
238,45907,1,True,12,1,0,1,27,1,1,5,-1,3,14,0,0,0,0,0,0,0,0,0,True
239,60768,1,True,12,1,0,1,27,1,1,5,-1,3,14,0,0,0,0,0,0,0,0,0,True
240,41337,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
241,57439,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
242,53293,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
243,49610,14,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
244,39590,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
245,60742,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
246,60451,14,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
247,58196,1,True,13,1,0,1,28,1,1,5,-1,3,15,0,0,0,0,0,0,0,0,0,True
248,45907,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
249,38751,27,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
250,51879,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
251,35334,1,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
252,57373,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
253,51446,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
254,42512,1,True,11,1,0,6,31,1,1,9,-1,4,13,0,0,0,0,0,0,0,0,0,True
255,40397,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
256,48146,14,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
257,57182,14,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
258,44118,1,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
259,54319,1,True,13,1,0,1,28,1,1,5,-1,3,15,0,0,0,0,0,0,0,0,0,True
260,36633,40,True,13,1,0,6,33,1,1,9,-1,4,15,0,0,0,0,0,0,0,0,0,True
261,57196,1,True,15,1,0,1,30,1,1,5,-1,3,17,0,0,0,0,0,0,0,0,0,True
262,32838,1,True,13,1,0,2,29,1,1,5,-1,4,15,0,0,0,0,0,0,0,0,0,True
263,50055,1,True,15,1,0,6,35,1,1,9,-1,4,17,0,0,0,0,0,0,0,0,0,True
264,36131,1,True,14,1,0,6,34,1,1,9,-1,4,16,0,0,0,0,0,0,0,0,0,True
265,41898,14,True,12,1,0,6,32,1,1,9,-1,4,14,0,0,0,0,0,0,0,0,0,True
