dport,having_ip_address,hostname_length,count_dir,count-www,fd_length,url_length,abnormal_url,count-http,count-letters,tld-length,count.,count-digits,count-,count=,count-https,sus_url,count?,count%,short_url,count@,count_embed_domain,malicious
80,False,27,3,1,2,71,1,1,46,3,2,17,0,0,0,0,0,0,1,0,0,0
80,False,16,2,0,4,34,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,18,6,0,14,81,0,0,62,-1,2,5,0,0,0,0,0,0,0,0,0,1
80,False,17,3,0,14,53,0,0,42,-1,2,4,2,0,0,0,0,0,0,0,0,1
80,False,17,2,0,14,38,0,0,28,-1,2,5,0,0,0,0,0,0,0,0,0,1
80,False,13,2,0,5,33,0,0,30,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,21,1,0,13,64,0,0,45,-1,3,9,0,3,0,0,1,0,0,0,0,1
80,False,21,1,0,9,102,1,1,81,3,3,4,0,4,0,0,1,0,0,0,0,2
80,False,16,1,0,4,48,0,0,29,-1,2,10,0,3,0,0,1,0,0,0,0,1
80,False,14,3,0,2,29,0,0,25,-1,1,0,0,0,0,0,0,0,1,0,0,1
80,False,11,3,1,9,44,1,1,35,2,3,0,0,0,0,0,0,0,0,0,0,2
80,False,15,2,0,11,87,1,1,73,3,2,5,0,1,1,0,1,0,0,0,0,0
80,False,20,2,0,4,34,0,0,30,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,16,2,0,7,36,0,0,32,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,25,3,0,10,99,0,0,66,-1,2,19,7,0,0,0,0,0,0,0,0,1
80,False,14,1,0,0,15,0,0,13,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,26,1,0,0,27,0,0,25,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,14,2,0,15,82,1,1,70,3,1,0,6,0,0,0,0,0,0,0,0,2
80,False,9,4,0,3,29,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,13,2,0,5,31,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,13,2,0,13,129,1,1,83,3,2,27,0,5,0,1,1,0,0,0,0,1
80,False,16,3,1,7,100,1,1,78,5,4,1,11,0,0,0,0,0,0,0,0,2
80,False,23,2,1,6,49,1,1,41,3,2,0,1,0,0,0,0,0,0,0,0,2
80,False,17,1,0,13,31,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,16,2,0,4,46,0,0,38,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,6,1,0,0,7,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,27,5,0,9,91,0,0,65,-1,3,14,0,0,0,0,0,0,0,0,0,1
80,False,12,5,0,3,43,0,0,30,-1,1,6,1,0,0,0,0,0,0,0,0,1
80,False,17,1,0,0,18,0,0,16,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,9,5,0,13,121,0,0,105,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,6,4,0,7,47,0,0,41,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,18,1,1,6,32,1,1,24,6,4,0,0,0,0,0,0,0,0,0,0,2
80,False,16,1,1,9,172,1,1,101,2,3,33,10,9,0,0,1,0,0,0,0,2
80,False,9,2,0,4,24,0,0,20,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,28,1,0,0,29,0,0,26,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,18,1,0,0,19,0,0,17,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,26,1,1,10,44,1,1,36,6,4,0,0,0,0,0,0,0,0,0,0,2
80,False,14,2,1,9,39,1,1,30,3,2,1,1,0,0,0,0,0,0,0,0,2
80,False,14,5,0,6,50,0,0,31,-1,2,11,0,0,0,0,0,0,0,0,0,1
80,False,17,1,1,16,55,1,1,38,3,3,5,0,1,0,0,1,1,0,0,0,2
80,False,15,2,0,1,29,0,0,21,-1,3,3,0,0,0,0,0,0,0,0,0,1
80,False,12,3,0,9,32,0,0,27,-1,1,1,0,0,0,0,0,0,0,0,0,1
80,False,29,1,0,0,30,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,20,0,0,0,20,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,9,1,0,8,33,0,0,28,-1,1,0,0,1,0,0,1,0,0,0,0,1
80,False,12,4,0,5,38,0,0,33,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,13,6,0,6,40,0,0,21,-1,1,12,0,0,0,0,0,0,0,0,0,1
80,False,15,1,0,51,67,0,0,51,-1,2,8,5,0,0,0,0,0,0,0,0,1
80,False,15,1,0,104,120,0,0,93,-1,2,13,5,0,0,0,0,0,0,0,0,1
80,False,21,4,0,8,112,0,0,97,-1,2,0,9,0,0,0,0,0,0,0,0,1
80,False,17,2,1,7,50,0,0,43,-1,3,0,0,1,0,0,1,0,0,0,0,1
80,False,19,3,2,5,66,1,2,53,2,2,2,3,0,0,0,0,0,0,0,0,2
80,False,33,2,0,30,65,0,0,58,-1,2,0,3,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,26,-1,1,1,0,1,0,0,1,0,0,0,0,1
80,False,20,1,0,0,21,0,0,18,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,10,2,0,8,104,0,0,76,-1,1,5,17,0,0,0,0,3,0,0,0,1
80,False,10,4,0,6,58,0,0,44,-1,2,4,4,0,0,0,0,0,0,0,0,1
80,False,20,3,0,9,60,1,1,51,3,2,0,1,0,0,0,0,0,0,0,0,2
80,False,20,8,1,13,153,1,1,89,2,3,47,3,0,0,0,0,0,0,0,0,0
80,False,8,4,0,9,36,0,0,28,-1,1,3,0,0,0,0,0,0,0,0,0,1
80,False,10,1,0,11,22,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,20,1,1,9,65,1,1,53,2,3,0,0,2,0,0,1,0,0,0,0,2
80,False,10,4,0,6,229,1,1,122,2,1,30,7,0,0,0,0,62,0,0,0,1
80,False,8,3,0,9,69,0,0,58,-1,1,0,7,0,0,1,0,0,0,0,0,1
80,False,14,3,0,1,54,0,0,45,-1,1,1,0,0,0,0,0,0,0,0,0,1
80,False,19,0,0,0,19,0,0,16,-1,2,1,0,0,0,0,0,0,0,0,0,0
80,False,15,6,0,2,98,1,1,83,2,1,0,4,0,0,0,0,0,0,0,0,1
80,False,20,1,1,13,73,1,1,58,2,4,2,0,2,0,0,1,0,0,0,0,2
80,False,16,2,0,4,33,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,15,3,0,9,107,1,2,85,3,1,6,9,0,1,0,0,0,1,0,0,1
80,False,20,1,1,9,80,1,1,62,6,4,3,0,3,0,0,1,0,0,0,0,2
80,False,10,1,0,11,22,0,0,19,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,21,2,1,8,50,1,1,39,2,2,2,2,0,0,0,0,0,0,0,0,2
80,False,12,6,0,6,112,0,0,81,-1,1,12,12,0,0,0,0,0,0,0,0,1
80,False,12,5,0,3,41,0,0,28,-1,1,6,1,0,0,0,0,0,0,0,0,1
80,False,22,3,1,7,79,1,1,62,6,3,4,4,0,0,0,0,0,0,0,0,2
80,False,27,0,0,0,27,0,0,25,-1,2,0,0,0,0,0,0,0,0,0,0,0
80,False,14,5,1,46,113,1,1,78,3,3,19,5,0,0,0,0,0,0,0,0,0
80,False,22,1,0,0,23,0,0,21,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,13,1,0,0,14,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,19,2,0,4,38,0,0,33,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,13,3,0,4,150,0,0,119,-1,1,6,21,0,0,0,0,0,0,0,0,1
80,False,21,3,1,9,89,1,1,73,2,4,0,4,1,0,0,1,0,0,0,0,2
80,False,12,1,0,0,13,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,17,2,0,8,41,0,0,36,-1,1,0,2,0,0,0,0,0,1,0,0,1
80,False,13,3,0,16,119,1,1,85,3,2,17,7,1,0,1,1,0,0,0,0,1
80,False,18,2,0,8,84,0,0,64,-1,1,6,11,0,0,0,0,0,1,0,0,1
80,False,26,1,1,7,50,1,1,40,3,3,0,1,1,0,0,1,0,0,0,0,2
80,False,12,4,0,2,76,0,0,60,-1,2,4,6,0,0,0,0,0,0,0,0,1
80,False,24,1,0,0,25,0,0,23,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,23,6,0,8,80,0,0,71,-1,3,0,0,0,0,1,0,0,0,0,0,1
80,False,10,4,0,15,52,0,0,45,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,22,1,0,0,23,0,0,20,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,16,2,0,4,47,0,0,39,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,27,1,1,9,92,1,1,71,2,3,4,1,4,0,0,1,0,0,0,0,2
80,False,11,2,0,13,52,0,0,46,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,22,0,0,0,22,0,0,20,-1,1,0,1,0,0,1,0,0,0,0,0,0
80,False,13,2,0,13,85,1,1,60,2,2,6,12,0,0,0,0,0,0,0,0,1
80,False,15,4,0,6,58,0,0,39,-1,4,10,1,0,0,0,0,0,0,0,0,1
80,False,11,1,0,4,290,1,2,118,3,2,90,1,1,1,0,1,68,0,0,0,1
80,False,15,5,0,16,136,1,1,115,6,2,1,10,0,0,0,0,0,0,0,0,1
80,False,6,5,0,2,87,1,1,72,2,2,1,4,0,0,0,0,0,0,0,0,1
80,False,22,2,1,12,53,1,1,43,3,3,0,2,0,0,0,0,0,0,0,0,2
80,False,17,4,0,3,46,0,0,33,-1,2,6,1,0,0,0,0,0,0,0,0,1
80,False,30,1,0,0,31,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,14,2,0,11,41,0,0,35,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,17,3,0,4,44,0,0,37,-1,2,1,0,0,0,0,0,0,0,0,0,1
80,False,18,1,1,9,81,1,1,63,2,3,2,0,4,0,0,1,0,0,0,0,2
80,False,26,4,0,3,77,0,0,67,-1,2,2,0,0,0,0,0,0,0,0,0,1
80,False,23,4,1,10,63,1,1,53,3,2,0,0,0,0,0,0,0,0,0,0,0
80,False,12,3,0,10,108,1,1,85,3,1,7,9,0,0,0,0,0,0,0,0,1
80,False,12,3,0,6,49,0,0,29,-1,1,15,1,0,0,0,0,0,0,0,0,1
80,False,25,1,0,37,63,0,0,54,-1,2,3,0,0,0,0,0,0,0,0,0,1
80,False,13,5,0,6,52,0,0,45,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,10,1,0,30,41,0,0,32,-1,2,3,3,0,0,0,0,0,0,0,0,1
80,False,15,4,0,7,53,0,0,45,-1,1,0,3,0,0,1,0,0,0,0,0,1
80,False,25,1,1,21,86,1,1,69,6,4,2,2,2,0,0,1,0,1,0,0,2
80,False,11,1,0,9,83,1,1,63,2,2,3,0,5,0,0,1,0,0,0,0,2
80,False,12,4,0,3,42,0,0,37,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,8,2,0,3,27,0,0,21,-1,2,2,0,0,0,0,0,0,0,0,0,1
80,False,18,4,0,4,72,0,0,46,-1,2,15,3,0,0,0,0,0,1,0,0,1
80,False,6,3,0,6,98,1,1,75,3,1,6,10,0,0,0,0,0,0,0,0,1
80,False,18,2,0,3,79,0,0,47,-1,3,25,0,1,0,0,1,0,0,0,0,1
80,False,20,1,0,0,21,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,16,2,0,4,33,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,19,1,0,0,20,0,0,17,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,24,1,0,0,25,0,0,22,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,15,0,0,0,15,0,0,14,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,21,2,0,4,73,0,0,49,-1,2,12,1,0,0,0,0,2,0,0,0,1
80,False,10,4,0,6,88,1,1,65,3,1,6,9,0,0,0,0,0,1,0,0,1
80,False,17,1,0,54,72,0,0,57,-1,2,1,6,0,0,1,0,1,0,0,0,1
80,False,20,1,1,9,230,1,1,192,3,3,5,13,5,0,0,1,0,0,0,0,2
80,False,24,2,1,10,58,1,1,50,2,3,0,0,0,0,0,0,0,0,0,0,2
80,False,11,1,0,5,31,0,0,22,-1,1,2,2,1,0,0,1,0,0,0,0,1
80,False,11,1,0,8,20,0,0,15,-1,1,3,0,0,0,0,0,0,0,0,0,1
80,False,23,1,1,9,106,1,1,76,2,3,8,0,6,0,0,1,0,0,0,0,2
80,False,30,0,0,0,30,0,0,29,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,9,1,0,9,124,1,1,97,2,2,5,3,5,0,0,1,0,0,0,0,2
80,False,19,2,1,9,49,1,1,41,2,3,0,0,0,0,0,0,0,0,0,0,2
80,False,14,4,0,11,58,0,0,48,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,13,3,0,4,53,0,0,47,-1,2,0,1,0,0,0,0,0,0,0,0,1
80,False,7,6,0,5,96,0,0,74,-1,2,8,6,0,0,0,0,0,0,0,0,1
80,False,30,5,0,2,66,0,0,40,-1,3,16,2,0,0,0,0,0,0,0,0,1
80,False,15,3,0,8,41,0,0,36,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,13,1,0,0,14,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,28,5,0,4,79,0,0,54,-1,2,13,5,0,0,0,0,0,0,0,0,1
80,False,16,2,0,4,34,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,17,1,0,45,75,0,0,54,-1,2,7,5,2,0,0,1,0,0,0,0,1
80,False,13,2,0,8,28,0,0,20,-1,1,5,0,0,0,0,0,0,0,0,0,1
80,False,7,3,0,8,114,1,1,88,3,1,6,13,0,0,0,0,0,0,0,0,1
80,False,15,3,0,4,62,0,0,48,-1,1,5,5,0,0,0,0,0,0,0,0,1
80,False,18,2,0,17,85,0,0,61,-1,2,11,9,0,0,0,0,0,0,0,0,1
80,False,7,5,0,4,35,0,0,26,-1,1,3,0,0,0,0,0,0,0,0,0,1
80,False,20,2,0,6,36,0,0,27,-1,3,4,0,0,0,0,0,0,1,0,0,1
80,False,12,1,0,13,26,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,11,1,0,0,12,0,0,10,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,28,2,0,32,69,1,1,42,3,2,18,2,0,0,0,0,0,0,0,0,0
80,False,9,4,0,2,51,0,0,41,-1,1,2,3,0,0,0,0,0,0,0,0,1
80,False,29,3,1,10,79,1,1,59,5,3,6,5,0,0,0,0,0,0,0,0,2
80,False,15,3,0,7,52,0,0,36,-1,4,6,1,1,0,0,1,0,0,0,0,1
80,False,14,3,0,2,77,0,0,56,-1,2,10,6,0,0,0,0,0,0,0,0,1
80,False,15,1,0,0,22,0,0,15,-1,1,3,0,1,0,0,1,0,0,0,0,1
80,False,11,7,0,9,77,1,1,59,3,3,3,0,1,0,0,1,0,0,0,0,2
80,False,21,2,0,14,45,0,0,33,-1,2,6,2,0,0,0,0,0,0,0,0,1
80,False,13,3,0,4,43,0,0,26,-1,1,11,2,0,0,0,0,0,0,0,0,1
80,False,17,3,0,5,47,0,0,41,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,13,5,0,3,54,0,0,42,-1,1,5,1,0,0,0,0,0,0,0,0,1
80,False,26,0,0,0,26,0,0,24,-1,1,0,1,0,0,0,0,0,0,0,0,0
80,False,13,1,0,9,30,1,1,24,4,2,0,0,0,0,0,0,0,0,0,0,2
80,False,16,4,0,8,47,0,0,34,-1,3,5,0,0,0,0,0,0,0,0,0,1
80,False,17,2,0,7,26,0,0,23,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,8,4,0,9,35,0,0,30,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,13,5,0,7,67,0,0,27,-1,1,28,0,0,0,0,0,0,0,0,0,1
80,False,11,1,0,5,31,0,0,24,-1,1,3,0,1,0,0,1,0,0,0,0,1
80,False,15,2,0,3,33,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,13,4,0,7,48,0,0,36,-1,1,5,2,0,0,0,0,0,0,0,0,1
80,False,11,2,0,6,91,1,1,68,3,2,5,5,4,0,0,1,0,0,0,0,1
80,False,13,3,0,5,36,0,0,25,-1,1,7,0,0,0,0,0,0,0,0,0,1
80,False,12,3,0,5,69,0,0,44,-1,1,16,5,0,0,0,0,0,0,0,0,1
80,False,15,1,0,48,64,0,0,49,-1,2,4,4,0,0,0,0,0,0,0,0,1
80,False,16,2,0,6,33,0,0,24,-1,1,5,0,0,0,0,0,0,0,0,0,1
80,False,15,2,1,6,96,1,1,71,3,3,6,0,5,0,0,1,0,0,0,0,2
80,False,19,4,0,8,56,0,0,50,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,28,1,1,17,53,1,1,45,2,3,0,1,0,0,0,0,0,0,0,0,2
80,False,10,1,0,15,26,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,16,2,0,32,50,0,0,38,-1,1,3,6,0,0,0,0,0,0,0,0,1
80,False,20,2,0,54,81,0,0,68,-1,2,1,8,0,0,0,0,0,0,0,0,1
80,False,8,1,0,0,9,0,0,7,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,28,1,0,42,71,0,0,64,-1,2,0,4,0,0,0,0,0,0,0,0,1
80,False,13,3,0,12,113,1,1,88,3,1,4,14,0,0,0,0,0,0,0,0,1
80,False,10,2,0,7,43,0,0,37,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,10,2,0,8,58,0,0,49,-1,1,0,6,0,0,0,0,0,0,0,0,1
80,False,20,1,0,14,97,0,0,73,-1,2,10,0,2,0,0,1,5,0,0,0,1
80,False,9,2,0,10,99,0,0,76,-1,1,8,0,0,0,0,0,1,0,0,0,1
80,False,29,6,0,5,73,0,0,56,-1,3,5,3,0,0,0,0,0,0,0,0,1
80,False,34,1,0,0,35,0,0,32,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,10,2,0,6,36,0,0,32,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,12,5,0,4,142,0,0,101,-1,2,12,22,0,0,0,0,0,0,0,0,1
80,False,13,3,0,5,57,0,0,40,-1,1,9,4,0,0,0,0,0,1,0,0,1
80,False,16,2,0,3,41,0,0,31,-1,2,4,0,1,0,0,1,0,0,0,0,1
80,False,28,0,0,0,28,0,0,22,-1,2,3,1,0,0,0,0,0,0,0,0,0
80,False,13,1,0,0,25,0,0,17,-1,1,3,0,1,0,0,1,0,0,0,0,1
80,False,13,0,0,0,13,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,0
80,False,8,3,0,5,35,0,0,25,-1,1,4,2,0,0,0,0,0,1,0,0,1
80,False,25,4,0,4,83,0,0,59,-1,3,11,1,0,0,0,0,2,0,0,0,1
80,False,14,7,0,2,93,1,1,65,3,3,9,6,0,0,0,0,0,0,0,0,1
80,False,34,3,0,10,73,1,1,61,3,2,3,1,0,0,0,0,0,0,0,0,2
80,False,19,1,0,0,20,0,0,17,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,15,2,0,10,35,0,0,30,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,15,2,0,11,28,0,0,24,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,11,6,0,16,65,0,0,49,-1,2,4,3,0,0,0,0,0,0,0,0,1
80,False,18,2,0,8,105,0,0,81,-1,1,8,13,0,0,0,0,0,1,0,0,1
80,False,27,0,0,0,27,0,0,24,-1,1,0,2,0,0,0,0,0,0,0,0,0
80,False,17,2,0,4,92,0,0,70,-1,2,10,1,3,0,0,1,0,0,0,0,1
80,False,17,6,0,2,60,0,0,49,-1,2,2,0,0,0,0,0,0,0,0,0,1
80,False,16,1,0,0,17,0,0,15,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,15,1,0,83,99,0,0,68,-1,2,20,5,0,0,0,0,0,0,0,0,1
80,False,20,2,1,6,59,1,1,40,5,4,6,1,0,0,0,0,0,0,0,0,0
80,False,10,3,0,6,30,0,0,26,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,20,1,1,9,112,1,1,80,2,4,10,1,6,0,0,1,0,0,0,0,2
80,False,12,2,0,16,50,0,0,39,-1,2,5,2,0,0,0,0,0,0,0,0,1
80,False,15,1,0,9,109,1,1,69,2,3,18,2,5,0,0,1,0,0,0,0,2
80,False,19,2,1,2,118,1,1,79,3,3,24,0,3,0,0,1,0,0,0,0,2
80,False,14,7,0,7,131,1,1,103,3,3,8,7,0,0,1,0,0,0,0,0,1
80,False,24,3,0,1,63,0,0,54,-1,3,0,1,0,0,0,0,0,0,0,0,1
80,False,14,3,0,7,32,0,0,24,-1,1,4,0,0,0,0,0,0,0,0,0,1
80,False,21,3,1,9,102,1,1,85,2,2,0,9,0,0,0,0,0,0,0,0,2
80,False,21,4,0,8,163,0,0,117,-1,1,16,5,1,0,0,1,6,0,0,0,1
80,False,27,3,0,4,68,0,0,50,-1,3,6,6,0,0,0,0,0,1,0,0,1
80,False,17,1,1,16,58,1,1,44,3,3,2,0,2,0,0,1,0,0,0,0,2
80,False,20,2,0,4,47,0,0,41,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,12,2,0,7,38,0,0,30,-1,3,0,1,1,0,0,1,0,0,0,0,1
80,False,16,2,0,2,61,0,0,52,-1,2,0,0,2,0,0,1,0,0,0,0,1
80,False,24,1,0,12,37,0,0,34,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,14,5,0,8,64,0,0,49,-1,1,6,3,0,0,0,0,0,0,0,0,1
80,False,14,3,0,16,45,0,0,35,-1,2,3,0,0,0,0,0,0,0,0,0,1
80,False,17,4,0,32,67,0,0,48,-1,1,10,4,0,0,0,0,0,0,0,0,1
80,False,20,2,0,7,51,0,0,42,-1,2,2,1,1,0,0,1,0,0,0,0,1
80,False,12,2,0,2,39,0,0,28,-1,2,5,0,1,0,0,1,0,0,0,0,1
80,False,24,1,0,13,38,0,0,33,-1,2,0,2,0,0,0,0,0,0,0,0,1
80,False,12,1,0,0,13,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,14,1,0,8,63,1,1,48,3,2,3,1,2,0,0,1,0,0,0,0,2
80,False,13,3,0,3,35,0,0,28,-1,4,0,0,0,0,0,0,0,0,0,0,1
80,False,16,1,0,0,17,0,0,15,-1,1,0,0,0,0,0,0,0,0,0,0,1
80,False,14,2,0,9,34,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,1
80,False,23,1,0,9,103,1,1,83,2,3,3,0,4,0,0,1,0,0,0,0,2
80,False,12,4,0,13,54,0,0,42,-1,1,5,2,0,0,0,0,0,0,0,0,1
80,False,11,1,0,13,74,0,0,58,-1,2,4,0,4,0,0,1,0,0,0,0,1
80,False,19,3,0,13,72,1,1,56,3,1,6,3,0,0,0,0,0,0,0,0,2
80,False,18,2,0,18,45,0,0,34,-1,1,5,3,0,0,0,0,0,0,0,0,1
80,False,17,4,1,9,80,1,1,44,2,4,17,6,1,0,0,1,0,0,0,0,2
80,False,15,1,0,9,61,1,1,47,6,3,3,0,0,0,0,1,3,0,0,0,2
80,False,20,3,1,7,67,1,1,55,2,2,0,4,0,0,0,0,0,0,0,0,2
80,False,10,4,0,10,75,1,1,55,2,2,6,3,1,0,0,1,0,0,0,0,2
80,False,23,2,0,9,34,0,0,30,-1,1,0,1,0,0,0,0,0,0,0,0,1
80,False,29,4,1,9,65,1,1,48,3,2,4,4,0,0,0,0,0,0,0,0,2
80,False,12,3,0,5,64,0,0,42,-1,1,15,1,1,0,0,1,0,0,0,0,1
80,False,18,1,0,41,60,0,0,43,-1,2,9,1,0,0,1,0,0,0,0,0,1
80,False,18,1,0,0,19,0,0,13,-1,3,2,0,0,0,0,0,0,0,0,0,1
80,False,27,4,0,12,69,0,0,49,-1,3,10,2,0,0,0,0,0,0,0,0,1
80,False,13,4,0,6,40,0,0,28,-1,1,5,0,1,0,0,1,0,0,0,0,1
80,False,12,1,0,9,49,0,0,27,-1,2,15,0,2,0,0,1,0,0,0,0,1
80,False,21,1,0,0,22,0,0,19,-1,2,0,0,0,0,0,0,0,1,0,0,1
80,False,21,1,1,9,94,1,1,71,6,4,4,0,5,0,0,1,0,0,0,0,2
80,False,20,1,1,10,38,1,1,30,6,4,0,0,0,0,0,0,0,0,0,0,2
80,False,14,4,0,4,92,1,1,69,3,1,7,6,0,0,0,0,0,0,0,0,1
80,False,12,1,0,0,13,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,1
