url,domain_name,dport,having_ip_address,hostname_length,count_dir,count-www,fd_length,url_length,abnormal_url,count-http,count-letters,tld-length,count.,count-digits,count-,count=,count-https,sus_url,count?,count%,short_url,count@,count_embed_domain,malicous
http://www.szabadmunkaero.hu/cimoldal.html?start=12,www.szabadmunkaero.hu,80,False,21,1,1,13,51,1,1,40,2,3,2,0,1,0,0,1,0,0,0,0,defacement
http://larcadelcarnevale.com/catalogo/palloncini,larcadelcarnevale.com,80,False,21,2,0,8,48,1,1,42,3,1,0,0,0,0,0,0,0,0,0,0,defacement
quickfacts.census.gov/qfd/maps/iowa_map.html,quickfacts.census.gov,80,False,21,3,0,3,44,0,0,37,-1,3,0,0,0,0,0,0,0,0,0,0,benign
nugget.ca/ArticleDisplay.aspx?archive=true&e=1160966,nugget.ca,80,False,9,1,0,19,52,0,0,38,-1,2,7,0,2,0,0,1,0,0,0,0,benign
uk.linkedin.com/pub/steve-rubenstein/8/718/755,uk.linkedin.com,80,False,15,5,0,3,46,0,0,31,-1,2,7,1,0,0,0,0,0,0,0,0,benign
http://www.vnic.co/khach-hang.html,www.vnic.co,80,False,11,1,1,15,34,1,1,26,2,3,0,1,0,0,0,0,0,0,0,0,defacement
baseball-reference.com/players/h/harrige01.shtml,baseball-reference.com,80,False,22,3,0,7,48,0,0,40,-1,2,2,1,0,0,0,0,0,0,0,0,benign
signin.eby.de.zukruygxctzmmqi.civpro.co.za,signin.eby.de.zukruygxctzmmqi.civpro.co.za,80,False,42,0,0,0,42,0,0,36,-1,6,0,0,0,0,1,0,0,0,0,0,phishing
192.com/atoz/people/oakley/patrick/,192.com,80,False,7,5,0,4,35,0,0,26,-1,1,3,0,0,0,0,0,0,0,0,0,benign
nytimes.com/1998/03/29/style/cuttings-oh-that-brazen-raucous-glorious-hibiscus.html,nytimes.com,80,False,11,5,0,4,83,0,0,62,-1,2,8,6,0,0,0,0,0,0,0,0,benign
escholarship.org/uc/item/5xt4952c,escholarship.org,80,False,16,3,0,2,33,0,0,24,-1,1,5,0,0,0,0,0,0,0,0,0,benign
songfacts.com/detail.php?id=13410,songfacts.com,80,False,13,1,0,10,33,0,0,23,-1,2,5,0,1,0,0,1,0,0,0,0,benign
casamanana.org/education/blba/,casamanana.org,80,False,14,3,0,9,30,0,0,26,-1,1,0,0,0,0,0,0,0,0,0,0,benign
http://hollywoodlife.com/2014/05/01/rihanna-iheartradio-music-awards-dress-2014-pics/,hollywoodlife.com,80,False,17,5,0,4,85,1,1,58,3,1,12,6,0,0,0,0,0,0,0,0,benign
http://www.marketingbyinternet.com/mo/e56508df639f6ce7d55c81ee3fcd5ba8/,www.marketingbyinternet.com,80,False,27,3,1,2,71,1,1,46,3,2,17,0,0,0,0,0,0,1,0,0,phishing
en.wikipedia.org/wiki/North_Dakota,en.wikipedia.org,80,False,16,2,0,4,34,0,0,29,-1,2,0,0,0,0,0,0,0,0,0,0,benign
soaps.sheknows.com/daysofourlives/news/id/20259/Days_Of_Our_Lives_Casts_Ruta_Lee/,soaps.sheknows.com,80,False,18,6,0,14,81,0,0,62,-1,2,5,0,0,0,0,0,0,0,0,0,benign
perfectpeople.net/celebrity-star/6920/gidget-gein.htm,perfectpeople.net,80,False,17,3,0,14,53,0,0,42,-1,2,4,2,0,0,0,0,0,0,0,0,benign
media.caltech.edu/press_releases/13186,media.caltech.edu,80,False,17,2,0,14,38,0,0,28,-1,2,5,0,0,0,0,0,0,0,0,0,benign
wikiobits.com/Obits/TonyProudfoot,wikiobits.com,80,False,13,2,0,5,33,0,0,30,-1,1,0,0,0,0,0,0,0,0,0,0,benign
vanderbilt.rivals.com/viewcoach.asp?coach=2079&sport=1&year=2011,vanderbilt.rivals.com,80,False,21,1,0,13,64,0,0,45,-1,3,9,0,3,0,0,1,0,0,0,0,benign
http://peluqueriadeautor.com/index.php?option=com_virtuemart&page=shop.browse&category_id=31&Itemid=70,peluqueriadeautor.com,80,False,21,1,0,9,102,1,1,81,3,3,4,0,4,0,0,1,0,0,0,0,defacement
movies.yahoo.com/shop?d=hv&cf=info&id=1800340831,movies.yahoo.com,80,False,16,1,0,4,48,0,0,29,-1,2,10,0,3,0,0,1,0,0,0,0,benign
cyndislist.com/us/pa/counties,cyndislist.com,80,False,14,3,0,2,29,0,0,25,-1,1,0,0,0,0,0,0,0,1,0,0,benign
http://www.raci.it/component/user/reset.html,www.raci.it,80,False,11,3,1,9,44,1,1,35,2,3,0,0,0,0,0,0,0,0,0,0,defacement
https://docs.google.com/spreadsheet/viewform?formkey=dGg2Z1lCUHlSdjllTVNRUW50TFIzSkE6MQ,docs.google.com,80,False,15,2,0,11,87,1,1,73,3,2,5,0,1,1,0,1,0,0,0,0,phishing
psychology.wikia.com/wiki/Phonemes,psychology.wikia.com,80,False,20,2,0,4,34,0,0,30,-1,2,0,0,0,0,0,0,0,0,0,0,benign
info.centriq.com/content/fivereasons,info.centriq.com,80,False,16,2,0,7,36,0,0,32,-1,2,0,0,0,0,0,0,0,0,0,0,benign
articles.baltimoresun.com/1991-06-11/sports/1991162162_1_james-koehler-texas-rangers-terrell-lowery,articles.baltimoresun.com,80,False,25,3,0,10,99,0,0,66,-1,2,19,7,0,0,0,0,0,0,0,0,benign
infinitysw.com/,infinitysw.com,80,False,14,1,0,0,15,0,0,13,-1,1,0,0,0,0,0,0,0,0,0,0,benign
strawberrycreekgardens.com/,strawberrycreekgardens.com,80,False,26,1,0,0,27,0,0,25,-1,1,0,0,0,0,0,0,0,0,0,0,benign
http://earth-sure.com/industrial-tech/everlast-impact-resistant-dumpster-enclosure,earth-sure.com,80,False,14,2,0,15,82,1,1,70,3,1,0,6,0,0,0,0,0,0,0,0,defacement
spoke.com/dir/p/desantis/nick,spoke.com,80,False,9,4,0,3,29,0,0,24,-1,1,0,0,0,0,0,0,0,0,0,0,benign
wordsmith.org/words/pignus.html,wordsmith.org,80,False,13,2,0,5,31,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,benign
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001008003&free3=item&disp_no=007001008003,interpark.com,80,False,13,2,0,13,129,1,1,83,3,2,27,0,5,0,1,1,0,0,0,0,benign
http://www.newtec.ac.uk/courses/health-and-social-care/level-2-diploma-in-health-a-social-care-.html,www.newtec.ac.uk,80,False,16,3,1,7,100,1,1,78,5,4,1,11,0,0,0,0,0,0,0,0,defacement
http://www.kingsmillshotel.com/spring/mothers-day,www.kingsmillshotel.com,80,False,23,2,1,6,49,1,1,41,3,2,0,1,0,0,0,0,0,0,0,0,defacement
almanac.logos.com/Denominations,almanac.logos.com,80,False,17,1,0,13,31,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,benign
gaming.wikia.com/wiki/Backbreaker_(video_game),gaming.wikia.com,80,False,16,2,0,4,46,0,0,38,-1,2,0,0,0,0,0,0,0,0,0,0,benign
ceu.hu/,ceu.hu,80,False,6,1,0,0,7,0,0,5,-1,1,0,0,0,0,0,0,0,0,0,0,benign
registry.weddingchannel.com/coupledir/20108/C/R314763282/JARED_CLOUGH_AND_TAJAI_RITCHIE.htm,registry.weddingchannel.com,80,False,27,5,0,9,91,0,0,65,-1,3,14,0,0,0,0,0,0,0,0,0,benign
linkedin.com/pub/george-cleveland/7/80a/599,linkedin.com,80,False,12,5,0,3,43,0,0,30,-1,1,6,1,0,0,0,0,0,0,0,0,benign
sunshinemills.com/,sunshinemills.com,80,False,17,1,0,0,18,0,0,16,-1,1,0,0,0,0,0,0,0,0,0,0,benign
agoda.com/north_america/canada/montreal_qc/attractions/hotels_near_mcgill_university_centre_for_continuing_education.html,agoda.com,80,False,9,5,0,13,121,0,0,105,-1,2,0,0,0,0,0,0,0,0,0,0,benign
ctv.ca/generic/WebSpecials/sponsorship_scandal/,ctv.ca,80,False,6,4,0,7,47,0,0,41,-1,1,0,0,0,0,0,0,0,0,0,0,benign
http://www.approvi.com.br/ck.htm,www.approvi.com.br,80,False,18,1,1,6,32,1,1,24,6,4,0,0,0,0,0,0,0,0,0,0,defacement
http://www.shaborooz.ir/index.php?view=article&catid=7:1390-01-27-09-09-55&id=23:1390-04-12-08-07-33&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=2,www.shaborooz.ir,80,False,16,1,1,9,172,1,1,101,2,3,33,10,9,0,0,1,0,0,0,0,defacement
veoox.com/tags/game.html,veoox.com,80,False,9,2,0,4,24,0,0,20,-1,2,0,0,0,0,0,0,0,1,0,0,benign
chuckwalkertrio.blogspot.com/,chuckwalkertrio.blogspot.com,80,False,28,1,0,0,29,0,0,26,-1,2,0,0,0,0,0,0,0,1,0,0,benign
aerosolesshoes.org/,aerosolesshoes.org,80,False,18,1,0,0,19,0,0,17,-1,1,0,0,0,0,0,0,0,0,0,0,benign
http://www.juventudelirica.com.br/index.html,www.juventudelirica.com.br,80,False,26,1,1,10,44,1,1,36,6,4,0,0,0,0,0,0,0,0,0,0,defacement
http://www.myenrg.com/southwest/9-texas,www.myenrg.com,80,False,14,2,1,9,39,1,1,30,3,2,1,1,0,0,0,0,0,0,0,0,defacement
recipelink.com/msgbrd/board_14/2007/DEC/29094.html,recipelink.com,80,False,14,5,0,6,50,0,0,31,-1,2,11,0,0,0,0,0,0,0,0,0,benign
http://www.musimagen.com/lista_socios.php?letra=\303%91,www.musimagen.com,80,False,17,1,1,16,55,1,1,38,3,3,5,0,1,0,0,1,1,0,0,0,defacement
ideas.repec.org/f/pma235.html,ideas.repec.org,80,False,15,2,0,1,29,0,0,21,-1,3,3,0,0,0,0,0,0,0,0,0,benign
peopleaz.org/firstname/Fowlkes/6,peopleaz.org,80,False,12,3,0,9,32,0,0,27,-1,1,1,0,0,0,0,0,0,0,0,0,benign
orensamtraktrip.wordpress.com/,orensamtraktrip.wordpress.com,80,False,29,1,0,0,30,0,0,27,-1,2,0,0,0,0,0,0,0,0,0,0,benign
retajconsultancy.com,retajconsultancy.com,80,False,20,0,0,0,20,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,phishing
alexa.com/whatshot?q=james+arness,alexa.com,80,False,9,1,0,8,33,0,0,28,-1,1,0,0,1,0,0,1,0,0,0,0,benign
jpopasia.com/group/arashi/discography/,jpopasia.com,80,False,12,4,0,5,38,0,0,33,-1,1,0,0,0,0,0,0,0,0,0,0,benign
kitsapsun.com/photos/2011/feb/25/177999/,kitsapsun.com,80,False,13,6,0,6,40,0,0,21,-1,1,12,0,0,0,0,0,0,0,0,0,benign
local.yahoo.com/info-42862457-oakland-international-airport-oakland,local.yahoo.com,80,False,15,1,0,51,67,0,0,51,-1,2,8,5,0,0,0,0,0,0,0,0,benign
tripadvisor.com/Restaurant_Review-g680765-d1768647-Reviews-Yacha_Yacha-Miyakojima_Okinawa_Prefecture_Kyushu_Okinawa.html,tripadvisor.com,80,False,15,1,0,104,120,0,0,93,-1,2,13,5,0,0,0,0,0,0,0,0,benign
articles.elitefts.com/articles/training-articles/five-great-exercises-for-building-a-dominant-defensive-lineman/,articles.elitefts.com,80,False,21,4,0,8,112,0,0,97,-1,2,0,9,0,0,0,0,0,0,0,0,benign
broadwaystars.com/classic/?source=www.playbill.com,broadwaystars.com,80,False,17,2,1,7,50,0,0,43,-1,3,0,0,1,0,0,1,0,0,0,0,benign
http://www.pn-wuppertal.de/links/2-linkseite/5-httpwwwkrebshilfede,www.pn-wuppertal.de,80,False,19,3,2,5,66,1,2,53,2,2,2,3,0,0,0,0,0,0,0,0,defacement
forums.networkinfrastructure.info/motorola-wireless-lan-switches/,forums.networkinfrastructure.info,80,False,33,2,0,30,65,0,0,58,-1,2,0,3,0,0,0,0,0,0,0,0,benign
youtube.com/watch?v=mwpoPQ1SPJU,youtube.com,80,False,11,1,0,5,31,0,0,26,-1,1,1,0,1,0,0,1,0,0,0,0,benign
mccall-idchamber.org/,mccall-idchamber.org,80,False,20,1,0,0,21,0,0,18,-1,1,0,1,0,0,0,0,0,0,0,0,benign
chacha.com/question/who-said-the-quote-%27say-what-you-mean%2C-mean-what-you-say-and-put-a-beat-to-it%27,chacha.com,80,False,10,2,0,8,104,0,0,76,-1,1,5,17,0,0,0,0,3,0,0,0,benign
friars.com/sports/m-baskbl/archive/prov-m-baskbl-2003.html,friars.com,80,False,10,4,0,6,58,0,0,44,-1,2,4,4,0,0,0,0,0,0,0,0,benign
http://asociacionkaribu.org/index.php/servicios/centro-jambo,asociacionkaribu.org,80,False,20,3,0,9,60,1,1,51,3,2,0,1,0,0,0,0,0,0,0,0,defacement
http://www.martin-busker.de/administrator/help/en-GB/css/Facture/c4d12146ebce8e1684d3542308399779/8fa39dab95edb1b676b638a672278eae/particuliers-45636.php,www.martin-busker.de,80,False,20,8,1,13,153,1,1,89,2,3,47,3,0,0,0,0,0,0,0,0,phishing
pipl.com/directory/name/Whissell/180,pipl.com,80,False,8,4,0,9,36,0,0,28,-1,1,3,0,0,0,0,0,0,0,0,0,benign
spokeo.com/John+Collet,spokeo.com,80,False,10,1,0,11,22,0,0,19,-1,1,0,0,0,0,0,0,0,0,0,0,benign
http://www.parafiapiaski.pl/index.php?option=com_user&view=remind,www.parafiapiaski.pl,80,False,20,1,1,9,65,1,1,53,2,3,0,0,2,0,0,1,0,0,0,0,defacement
http://fanpage.gr/family/gineka/%ce%b1%cf%85%cf%84%ce%bf%ce%af-%ce%b5%ce%af%ce%bd%ce%b1%ce%b9-%ce%bf%ce%b9-13-%cf%89%cf%81%ce%b1%ce%b9%cf%8c%cf%84%ce%b5%cf%81%ce%bf%ce%b9-%ce%ad%ce%bb%ce%bb%ce%b7%ce%bd%ce%b5%cf%82-%ce%b1%ce%bd-2/,fanpage.gr,80,False,10,4,0,6,229,1,1,122,2,1,30,7,0,0,0,0,62,0,0,0,benign
faqs.org/copyright/handbook-for-the-individual-or-group-culture-free/,faqs.org,80,False,8,3,0,9,69,0,0,58,-1,1,0,7,0,0,1,0,0,0,0,0,benign
duckduckgo.com/1/c/Roman_Catholic_cathedrals_in_Canada,duckduckgo.com,80,False,14,3,0,1,54,0,0,45,-1,1,1,0,0,0,0,0,0,0,0,0,benign
alexpay2.beget.tech,alexpay2.beget.tech,80,False,19,0,0,0,19,0,0,16,-1,2,1,0,0,0,0,0,0,0,0,0,phishing
http://worldoftanks.ru/ru/content/guide/payments_instruction/mobile-payments-rostelekom-ural-utel/,worldoftanks.ru,80,False,15,6,0,2,98,1,1,83,2,1,0,4,0,0,0,0,0,0,0,0,benign
http://www.artedesignsas.it/catalogo.html?page=shop.browse&category_id=14,www.artedesignsas.it,80,False,20,1,1,13,73,1,1,58,2,4,2,0,2,0,0,1,0,0,0,0,defacement
en.wikipedia.org/wiki/Lloyd_Bacon,en.wikipedia.org,80,False,16,2,0,4,33,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,benign
http://serverfault.com/questions/682832/squid-transparent-https-certificate-error-ssl-error-bad-cert-domain,serverfault.com,80,False,15,3,0,9,107,1,2,85,3,1,6,9,0,1,0,0,0,1,0,0,benign
http://www.viamanaus.com.br/index.php?option=com_wrapper&view=wrapper&Itemid=297,www.viamanaus.com.br,80,False,20,1,1,9,80,1,1,62,6,4,3,0,3,0,0,1,0,0,0,0,defacement
ciajfk.com/harold.html,ciajfk.com,80,False,10,1,0,11,22,0,0,19,-1,2,0,0,0,0,0,0,0,0,0,0,benign
http://www.protect-effect.nl/diensten/62-telefonie,www.protect-effect.nl,80,False,21,2,1,8,50,1,1,39,2,2,2,2,0,0,0,0,0,0,0,0,defacement
indyweek.com/artery/archives/2011/10/07/come-back-to-the-1980s-at-the-escapism-film-festival-which-begins-friday,indyweek.com,80,False,12,6,0,6,112,0,0,81,-1,1,12,12,0,0,0,0,0,0,0,0,benign
linkedin.com/pub/charles-gariepy/2/642/28,linkedin.com,80,False,12,5,0,3,41,0,0,28,-1,1,6,1,0,0,0,0,0,0,0,0,benign
http://www.gst-ukraine.com.ua/ukraine/tours/2754-arboretum-alexandria-sofiyivka,www.gst-ukraine.com.ua,80,False,22,3,1,7,79,1,1,62,6,3,4,4,0,0,0,0,0,0,0,0,defacement
facebook.unitedcolleges.net,facebook.unitedcolleges.net,80,False,27,0,0,0,27,0,0,25,-1,2,0,0,0,0,0,0,0,0,0,0,phishing
http://www.bimabn.com/1-configurazione-supporto-apple.store-contatta/c/Apple-id/3d465e25b47e6bc23ae55f5de40e1bb1/,www.bimabn.com,80,False,14,5,1,46,113,1,1,78,3,3,19,5,0,0,0,0,0,0,0,0,phishing
eyeappealoptometry.com/,eyeappealoptometry.com,80,False,22,1,0,0,23,0,0,21,-1,1,0,0,0,0,0,0,0,0,0,0,benign
brophygen.com/,brophygen.com,80,False,13,1,0,0,14,0,0,12,-1,1,0,0,0,0,0,0,0,0,0,0,benign
icehockey.wikia.com/wiki/Dan_Blackburn,icehockey.wikia.com,80,False,19,2,0,4,38,0,0,33,-1,2,0,0,0,0,0,0,0,0,0,0,benign
gurufocus.com/news/116068/who-is-the-warren-buffett-of-canada-prem-watsa-of-fairfax-financial-ffh-or-paul-desmarais-of-power-corporation-of-canada-pow,gurufocus.com,80,False,13,3,0,4,150,0,0,119,-1,1,6,21,0,0,0,0,0,0,0,0,benign
http://www.bg-ricevimenti.it/index.php/location/osteria-del-molo.html?fontstyle=f-smaller,www.bg-ricevimenti.it,80,False,21,3,1,9,89,1,1,73,2,4,0,4,1,0,0,1,0,0,0,0,defacement
stewstew.com/,stewstew.com,80,False,12,1,0,0,13,0,0,11,-1,1,0,0,0,0,0,0,0,0,0,0,benign
livingharvest.com/products/ice-cream-bars,livingharvest.com,80,False,17,2,0,8,41,0,0,36,-1,1,0,2,0,0,0,0,0,1,0,0,benign
http://icicibank.com/Personal-Banking/offers/offer-detail.page?id=offer-readers-digest-magazine-offer-20150202203953555,icicibank.com,80,False,13,3,0,16,119,1,1,85,3,2,17,7,1,0,1,1,0,0,0,0,benign
bleacherreport.com/articles/300242-doug-harvey-one-of-the-best-ever-to-play-the-game,bleacherreport.com,80,False,18,2,0,8,84,0,0,64,-1,1,6,11,0,0,0,0,0,1,0,0,benign
http://www.boeuf-soufflenheim.com/de.feed?type=rss,www.boeuf-soufflenheim.com,80,False,26,1,1,7,50,1,1,40,3,3,0,1,1,0,0,1,0,0,0,0,defacement
artfacts.net/it/istituzion/ms--muzeum-sztuki-lodz-2724/visione-generale.html,artfacts.net,80,False,12,4,0,2,76,0,0,60,-1,2,4,6,0,0,0,0,0,0,0,0,benign
parsippanysoccerclub.org/,parsippanysoccerclub.org,80,False,24,1,0,0,25,0,0,23,-1,1,0,0,0,0,0,0,0,0,0,0,benign
international.uiowa.edu/services/language/allnet/resources/languages/turkish.asp,international.uiowa.edu,80,False,23,6,0,8,80,0,0,71,-1,3,0,0,0,0,1,0,0,0,0,0,benign
btscene.eu/verified-search/torrent/franco+piersanti/,btscene.eu,80,False,10,4,0,15,52,0,0,45,-1,1,0,1,0,0,0,0,0,0,0,0,benign
signature-editions.com/,signature-editions.com,80,False,22,1,0,0,23,0,0,20,-1,1,0,1,0,0,0,0,0,0,0,0,benign
en.wikipedia.org/wiki/Blessed_by_a_Broken_Heart,en.wikipedia.org,80,False,16,2,0,4,47,0,0,39,-1,2,0,0,0,0,0,0,0,0,0,0,benign
http://www.trenker-bestattungen.de/index.php?option=com_content&view=article&id=13&Itemid=14,www.trenker-bestattungen.de,80,False,27,1,1,9,92,1,1,71,2,3,4,1,4,0,0,1,0,0,0,0,defacement
national.ca/Bold-Thinking/NATIONAL-Publications.aspx,national.ca,80,False,11,2,0,13,52,0,0,46,-1,2,0,2,0,0,0,0,0,0,0,0,benign
halkbankparaf-para.com,halkbankparaf-para.com,80,False,22,0,0,0,22,0,0,20,-1,1,0,1,0,0,1,0,0,0,0,0,phishing
http://motthegioi.vn/the-gioi-cuoi/clip-dai-gia-mac-ca-voi-co-ban-banh-my-185682.html,motthegioi.vn,80,False,13,2,0,13,85,1,1,60,2,2,6,12,0,0,0,0,0,0,0,0,benign
metroactive.com/papers/metro/01.29.98/idiotflesh-9804.html,metroactive.com,80,False,15,4,0,6,58,0,0,39,-1,4,10,1,0,0,0,0,0,0,0,0,benign
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FwjfL4fhPp1lPxTZb+%E3%82%A2%E3%83%AA%E3%82%B5%E5%86%8D%E3%81%B3%EF%BC%81%E3%82%A8%E3%83%AD%E3%82%A2%E3%83%8B%E3%83%A1+%23ero+%23douga+%23agesage,twitter.com,80,False,11,1,0,4,290,1,2,118,3,2,90,1,1,1,0,1,68,0,0,0,benign
http://correios.com.br/para-sua-empresa/comunicacao/certificados-digitais/ajuda-interativa/informacoes-sobre-a-baixa-dos-certificados-a1,correios.com.br,80,False,15,5,0,16,136,1,1,115,6,2,1,10,0,0,0,0,0,0,0,0,benign
http://olx.ro/i2/electronice-si-electrocasnice/electrocasnice/masini-de-cusut/gtm.start,olx.ro,80,False,6,5,0,2,87,1,1,72,2,2,1,4,0,0,0,0,0,0,0,0,benign
http://www.aba-diagnostic.com/espace-prive/reset.html,www.aba-diagnostic.com,80,False,22,2,1,12,53,1,1,43,3,3,0,2,0,0,0,0,0,0,0,0,defacement
msn.foxsports.com/nhl/player/yann-sauve/720461,msn.foxsports.com,80,False,17,4,0,3,46,0,0,33,-1,2,6,1,0,0,0,0,0,0,0,0,benign
hallmark.businessgreetings.com/,hallmark.businessgreetings.com,80,False,30,1,0,0,31,0,0,28,-1,2,0,0,0,0,0,0,0,0,0,0,benign
musicstack.com/records-cds/toni+tony+tone,musicstack.com,80,False,14,2,0,11,41,0,0,35,-1,1,0,1,0,0,0,0,0,0,0,0,benign
nudecelebsnow.com/tags/1/victoria+justus.htm,nudecelebsnow.com,80,False,17,3,0,4,44,0,0,37,-1,2,1,0,0,0,0,0,0,0,0,0,benign
http://www.paoarapanui.cl/index.php?option=com_contact&view=contact&id=1&Itemid=6,www.paoarapanui.cl,80,False,18,1,1,9,81,1,1,63,2,3,2,0,4,0,0,1,0,0,0,0,defacement
worldwrestlinginsanity.com/am2/publish/ringofhonorlive/roh_sinclair_tv2.shtml,worldwrestlinginsanity.com,80,False,26,4,0,3,77,0,0,67,-1,2,2,0,0,0,0,0,0,0,0,0,benign
http://www.designeremdoces.com/components/com_contact/ggdrives/,www.designeremdoces.com,80,False,23,4,1,10,63,1,1,53,3,2,0,0,0,0,0,0,0,0,0,0,phishing
http://slashdot.org/submission/2916707/facebook-to-include-profile-photos-in-its-facial-recognition-database,slashdot.org,80,False,12,3,0,10,108,1,1,85,3,1,7,9,0,0,0,0,0,0,0,0,benign
facebook.com/people/Yui-Takeshita/100001611015714,facebook.com,80,False,12,3,0,6,49,0,0,29,-1,1,15,1,0,0,0,0,0,0,0,0,benign
sportsposterwarehouse.com/items_388__grandprixclassicscoll.html,sportsposterwarehouse.com,80,False,25,1,0,37,63,0,0,54,-1,2,3,0,0,0,0,0,0,0,0,0,benign
padmapper.com/search/apartments/Quebec/Montreal-est/,padmapper.com,80,False,13,5,0,6,52,0,0,45,-1,1,0,1,0,0,0,0,0,0,0,0,benign
mrskin.com/christina-ricci-nude-c868.html,mrskin.com,80,False,10,1,0,30,41,0,0,32,-1,2,3,3,0,0,0,0,0,0,0,0,benign
lip-service.com/webzine/tag/post-apocalyptic-fashion/,lip-service.com,80,False,15,4,0,7,53,0,0,45,-1,1,0,3,0,0,1,0,0,0,0,0,benign
http://www.tiendagnulinux.com.ar/calcomanias-en-vinilo?page=shop.browse&category_id=52,www.tiendagnulinux.com.ar,80,False,25,1,1,21,86,1,1,69,6,4,2,2,2,0,0,1,0,1,0,0,defacement
http://chelurao.ru/index.php?option=com_content&view=article&id=9&Itemid=10&lang=ru,chelurao.ru,80,False,11,1,0,9,83,1,1,63,2,2,3,0,5,0,0,1,0,0,0,0,defacement
linkedin.com/pub/dir/elizabeth/scarborough,linkedin.com,80,False,12,4,0,3,42,0,0,37,-1,1,0,0,0,0,0,0,0,0,0,0,benign
cqgcr.ca/ang/producer01.php,cqgcr.ca,80,False,8,2,0,3,27,0,0,21,-1,2,2,0,0,0,0,0,0,0,0,0,benign
huffingtonpost.com/2011/10/24/south-carolina-primary-case_n_1029599.html,huffingtonpost.com,80,False,18,4,0,4,72,0,0,46,-1,2,15,3,0,0,0,0,0,1,0,0,benign
http://qz.com/403774/quartz-daily-brief-japanese-military-verizon-aol-sporty-branson-saucy-swedes/,qz.com,80,False,6,3,0,6,98,1,1,75,3,1,6,10,0,0,0,0,0,0,0,0,benign
